,Frame,xmin,xmax,ymin,ymax,label,type
5946,000138.jpg,224.0,440.0,54.0,332.0,1.0,trainval
5947,000138.jpg,363.0,500.0,96.0,332.0,1.0,trainval
5948,005650.jpg,86.0,389.0,67.0,375.0,1.0,test
5949,005650.jpg,340.0,500.0,19.0,375.0,8.0,test
5950,006280.jpg,294.0,434.0,96.0,238.0,16.0,test
5951,007611.jpg,312.0,492.0,56.0,375.0,1.0,trainval
5952,007611.jpg,1.0,320.0,110.0,375.0,6.0,trainval
5953,004388.jpg,94.0,445.0,100.0,248.0,17.0,test
5954,002121.jpg,143.0,242.0,96.0,248.0,15.0,test
5955,002121.jpg,15.0,203.0,25.0,345.0,1.0,test
5956,006387.jpg,209.0,253.0,169.0,222.0,12.0,trainval
5957,006387.jpg,208.0,238.0,134.0,208.0,1.0,trainval
5958,009568.jpg,164.0,330.0,145.0,275.0,12.0,trainval
5959,009568.jpg,185.0,291.0,57.0,249.0,1.0,trainval
5960,005483.jpg,63.0,376.0,72.0,230.0,0.0,trainval
5961,005483.jpg,1.0,89.0,150.0,257.0,0.0,trainval
5962,001237.jpg,115.0,266.0,156.0,213.0,0.0,trainval
5963,002056.jpg,93.0,303.0,139.0,402.0,19.0,trainval
5964,002056.jpg,331.0,375.0,260.0,381.0,0.0,trainval
5965,007215.jpg,100.0,433.0,76.0,333.0,18.0,trainval
5966,002370.jpg,454.0,465.0,190.0,210.0,1.0,test
5967,002370.jpg,461.0,474.0,189.0,209.0,1.0,test
5968,002370.jpg,395.0,432.0,189.0,208.0,0.0,test
5969,002370.jpg,355.0,391.0,174.0,213.0,0.0,test
5970,007159.jpg,435.0,500.0,151.0,210.0,0.0,trainval
5971,007159.jpg,146.0,177.0,155.0,282.0,1.0,trainval
5972,007159.jpg,36.0,68.0,154.0,289.0,1.0,trainval
5973,005156.jpg,57.0,412.0,131.0,360.0,9.0,trainval
5974,005156.jpg,171.0,337.0,50.0,346.0,1.0,trainval
5975,005156.jpg,8.0,166.0,111.0,239.0,0.0,trainval
5976,005156.jpg,2.0,31.0,91.0,231.0,0.0,trainval
5977,007582.jpg,57.0,333.0,47.0,454.0,1.0,test
5978,005785.jpg,172.0,331.0,114.0,251.0,7.0,test
5979,005785.jpg,1.0,500.0,2.0,375.0,10.0,test
5980,004767.jpg,4.0,404.0,84.0,375.0,7.0,test
5981,002730.jpg,186.0,385.0,88.0,294.0,0.0,trainval
5982,002730.jpg,220.0,270.0,131.0,184.0,1.0,trainval
5983,002730.jpg,244.0,295.0,112.0,144.0,1.0,trainval
5984,008428.jpg,170.0,339.0,10.0,161.0,2.0,test
5985,000565.jpg,56.0,422.0,92.0,374.0,12.0,trainval
5986,006844.jpg,87.0,492.0,105.0,237.0,17.0,trainval
5987,000606.jpg,144.0,500.0,216.0,375.0,11.0,test
5988,000606.jpg,351.0,500.0,71.0,269.0,1.0,test
5989,000606.jpg,151.0,281.0,100.0,233.0,1.0,test
5990,000606.jpg,178.0,210.0,68.0,117.0,1.0,test
5991,000606.jpg,26.0,220.0,101.0,375.0,1.0,test
5992,000606.jpg,422.0,456.0,207.0,299.0,3.0,test
5993,000606.jpg,45.0,61.0,150.0,185.0,8.0,test
5994,005000.jpg,64.0,359.0,163.0,375.0,12.0,test
5995,003094.jpg,19.0,500.0,30.0,259.0,0.0,trainval
5996,005147.jpg,378.0,427.0,74.0,111.0,15.0,test
5997,005147.jpg,212.0,302.0,143.0,211.0,15.0,test
5998,005147.jpg,103.0,183.0,133.0,195.0,15.0,test
5999,005147.jpg,2.0,50.0,131.0,187.0,15.0,test
6000,005147.jpg,203.0,260.0,125.0,171.0,15.0,test
6001,005147.jpg,268.0,305.0,124.0,157.0,15.0,test
6002,005147.jpg,489.0,500.0,121.0,164.0,15.0,test
6003,007569.jpg,408.0,500.0,297.0,333.0,3.0,test
6004,007569.jpg,2.0,181.0,289.0,333.0,3.0,test
6005,007569.jpg,210.0,387.0,290.0,333.0,3.0,test
6006,007569.jpg,56.0,107.0,154.0,197.0,3.0,test
6007,007569.jpg,107.0,153.0,154.0,195.0,3.0,test
6008,007569.jpg,152.0,191.0,157.0,195.0,3.0,test
6009,007569.jpg,196.0,238.0,155.0,197.0,3.0,test
6010,007569.jpg,217.0,256.0,120.0,160.0,3.0,test
6011,007569.jpg,238.0,276.0,86.0,125.0,3.0,test
6012,007569.jpg,256.0,296.0,118.0,160.0,3.0,test
6013,007569.jpg,238.0,277.0,156.0,197.0,3.0,test
6014,007569.jpg,276.0,320.0,157.0,198.0,3.0,test
6015,007569.jpg,301.0,339.0,124.0,158.0,3.0,test
6016,007569.jpg,278.0,319.0,86.0,127.0,3.0,test
6017,007569.jpg,298.0,340.0,47.0,90.0,3.0,test
6018,007569.jpg,321.0,361.0,85.0,124.0,3.0,test
6019,007569.jpg,344.0,383.0,119.0,161.0,3.0,test
6020,007569.jpg,324.0,362.0,156.0,195.0,3.0,test
6021,007569.jpg,362.0,404.0,157.0,196.0,3.0,test
6022,007569.jpg,380.0,419.0,120.0,156.0,3.0,test
6023,007569.jpg,361.0,403.0,85.0,123.0,3.0,test
6024,007569.jpg,402.0,447.0,82.0,124.0,3.0,test
6025,007569.jpg,422.0,472.0,121.0,160.0,3.0,test
6026,007569.jpg,405.0,449.0,158.0,197.0,3.0,test
6027,007569.jpg,448.0,496.0,156.0,200.0,3.0,test
6028,001333.jpg,156.0,203.0,176.0,242.0,9.0,trainval
6029,001333.jpg,189.0,215.0,127.0,197.0,1.0,trainval
6030,001333.jpg,155.0,202.0,139.0,196.0,1.0,trainval
6031,008259.jpg,1.0,118.0,35.0,136.0,0.0,test
6032,008259.jpg,93.0,288.0,20.0,138.0,0.0,test
6033,008259.jpg,263.0,500.0,17.0,159.0,0.0,test
6034,008259.jpg,132.0,267.0,47.0,204.0,1.0,test
6035,008259.jpg,195.0,238.0,110.0,185.0,7.0,test
6036,008259.jpg,231.0,452.0,139.0,356.0,6.0,test
6037,007039.jpg,121.0,323.0,57.0,243.0,2.0,trainval
6038,002782.jpg,1.0,467.0,34.0,267.0,17.0,trainval
6039,003090.jpg,79.0,301.0,116.0,206.0,17.0,trainval
6040,009464.jpg,1.0,447.0,91.0,358.0,16.0,trainval
6041,003732.jpg,2.0,57.0,203.0,454.0,1.0,trainval
6042,003732.jpg,21.0,128.0,217.0,499.0,1.0,trainval
6043,003732.jpg,67.0,375.0,1.0,500.0,6.0,trainval
6044,000549.jpg,1.0,341.0,49.0,499.0,16.0,trainval
6045,007935.jpg,124.0,380.0,126.0,284.0,7.0,trainval
6046,007935.jpg,4.0,499.0,4.0,371.0,10.0,trainval
6047,002960.jpg,47.0,271.0,75.0,315.0,1.0,trainval
6048,008406.jpg,432.0,462.0,312.0,321.0,12.0,test
6049,008406.jpg,440.0,456.0,288.0,319.0,1.0,test
6050,008406.jpg,134.0,335.0,266.0,335.0,19.0,test
6051,004540.jpg,8.0,333.0,141.0,316.0,10.0,trainval
6052,001651.jpg,63.0,342.0,121.0,500.0,1.0,trainval
6053,001651.jpg,241.0,364.0,274.0,500.0,4.0,trainval
6054,006036.jpg,400.0,453.0,171.0,253.0,1.0,test
6055,006036.jpg,107.0,276.0,3.0,331.0,1.0,test
6056,006036.jpg,334.0,500.0,212.0,332.0,1.0,test
6057,004992.jpg,54.0,480.0,57.0,294.0,7.0,trainval
6058,004699.jpg,319.0,500.0,33.0,322.0,8.0,trainval
6059,004699.jpg,379.0,417.0,303.0,360.0,1.0,trainval
6060,004699.jpg,337.0,382.0,295.0,354.0,1.0,trainval
6061,004699.jpg,186.0,224.0,257.0,309.0,1.0,trainval
6062,004699.jpg,225.0,245.0,263.0,285.0,1.0,trainval
6063,004699.jpg,52.0,71.0,308.0,331.0,1.0,trainval
6064,004699.jpg,38.0,56.0,309.0,335.0,1.0,trainval
6065,004699.jpg,63.0,82.0,307.0,329.0,1.0,trainval
6066,002533.jpg,37.0,431.0,41.0,356.0,0.0,trainval
6067,002533.jpg,301.0,500.0,121.0,271.0,0.0,trainval
6068,002533.jpg,416.0,500.0,64.0,293.0,1.0,trainval
6069,006914.jpg,238.0,269.0,180.0,235.0,5.0,trainval
6070,009459.jpg,153.0,358.0,87.0,297.0,5.0,trainval
6071,007719.jpg,152.0,183.0,153.0,239.0,1.0,test
6072,007719.jpg,44.0,110.0,256.0,396.0,1.0,test
6073,007719.jpg,1.0,69.0,206.0,405.0,1.0,test
6074,005164.jpg,270.0,383.0,158.0,257.0,15.0,test
6075,005164.jpg,167.0,226.0,89.0,126.0,15.0,test
6076,005164.jpg,78.0,170.0,55.0,111.0,15.0,test
6077,001132.jpg,21.0,404.0,93.0,286.0,16.0,test
6078,001132.jpg,34.0,500.0,46.0,333.0,10.0,test
6079,005697.jpg,105.0,420.0,162.0,333.0,10.0,trainval
6080,005697.jpg,227.0,270.0,101.0,168.0,4.0,trainval
6081,000879.jpg,102.0,266.0,95.0,375.0,6.0,trainval
6082,000879.jpg,252.0,320.0,132.0,375.0,1.0,trainval
6083,002777.jpg,270.0,318.0,194.0,273.0,4.0,test
6084,002777.jpg,321.0,500.0,216.0,375.0,4.0,test
6085,002777.jpg,237.0,275.0,195.0,262.0,4.0,test
6086,002777.jpg,210.0,244.0,196.0,260.0,4.0,test
6087,002777.jpg,143.0,214.0,220.0,301.0,4.0,test
6088,002777.jpg,324.0,468.0,116.0,217.0,8.0,test
6089,002777.jpg,206.0,284.0,223.0,330.0,4.0,test
6090,001717.jpg,1.0,58.0,111.0,169.0,2.0,trainval
6091,001717.jpg,371.0,476.0,160.0,404.0,1.0,trainval
6092,001717.jpg,227.0,365.0,99.0,404.0,1.0,trainval
6093,001717.jpg,146.0,263.0,207.0,366.0,4.0,trainval
6094,003882.jpg,54.0,151.0,83.0,155.0,8.0,test
6095,003882.jpg,129.0,206.0,102.0,166.0,8.0,test
6096,003882.jpg,181.0,267.0,93.0,172.0,8.0,test
6097,003882.jpg,237.0,326.0,117.0,187.0,8.0,test
6098,003882.jpg,302.0,400.0,119.0,200.0,8.0,test
6099,003882.jpg,375.0,491.0,140.0,293.0,8.0,test
6100,003882.jpg,12.0,89.0,142.0,243.0,8.0,test
6101,003882.jpg,58.0,143.0,143.0,255.0,8.0,test
6102,003882.jpg,112.0,202.0,156.0,275.0,8.0,test
6103,003882.jpg,159.0,258.0,157.0,298.0,8.0,test
6104,003882.jpg,227.0,337.0,171.0,321.0,8.0,test
6105,003882.jpg,302.0,426.0,177.0,333.0,8.0,test
6106,001082.jpg,212.0,347.0,153.0,306.0,16.0,trainval
6107,001082.jpg,135.0,306.0,1.0,97.0,8.0,trainval
6108,005072.jpg,4.0,456.0,78.0,299.0,0.0,trainval
6109,001963.jpg,157.0,337.0,83.0,310.0,1.0,trainval
6110,001963.jpg,1.0,98.0,103.0,337.0,1.0,trainval
6111,001963.jpg,246.0,276.0,238.0,344.0,3.0,trainval
6112,001963.jpg,10.0,40.0,248.0,355.0,3.0,trainval
6113,001963.jpg,243.0,272.0,129.0,236.0,3.0,trainval
6114,001963.jpg,242.0,272.0,19.0,124.0,3.0,trainval
6115,001963.jpg,5.0,499.0,283.0,375.0,11.0,trainval
6116,001963.jpg,82.0,203.0,234.0,325.0,11.0,trainval
6117,001963.jpg,92.0,171.0,196.0,319.0,4.0,trainval
6118,007770.jpg,295.0,500.0,112.0,333.0,7.0,test
6119,007770.jpg,231.0,500.0,1.0,333.0,1.0,test
6120,007770.jpg,1.0,373.0,1.0,333.0,1.0,test
6121,005909.jpg,152.0,291.0,124.0,333.0,5.0,trainval
6122,003035.jpg,54.0,306.0,193.0,486.0,1.0,test
6123,007414.jpg,453.0,491.0,50.0,110.0,1.0,trainval
6124,007414.jpg,187.0,386.0,107.0,196.0,0.0,trainval
6125,008048.jpg,48.0,100.0,75.0,178.0,1.0,trainval
6126,008048.jpg,108.0,145.0,59.0,191.0,1.0,trainval
6127,008048.jpg,113.0,189.0,46.0,199.0,1.0,trainval
6128,008048.jpg,175.0,243.0,37.0,197.0,1.0,trainval
6129,008048.jpg,240.0,316.0,24.0,197.0,1.0,trainval
6130,001551.jpg,169.0,354.0,46.0,189.0,2.0,test
6131,001551.jpg,1.0,146.0,98.0,303.0,4.0,test
6132,001551.jpg,167.0,455.0,188.0,373.0,4.0,test
6133,001272.jpg,182.0,242.0,87.0,202.0,3.0,trainval
6134,001272.jpg,181.0,300.0,154.0,264.0,3.0,trainval
6135,001272.jpg,103.0,469.0,22.0,414.0,1.0,trainval
6136,002067.jpg,172.0,398.0,40.0,321.0,16.0,trainval
6137,004752.jpg,105.0,182.0,72.0,138.0,13.0,test
6138,007890.jpg,242.0,350.0,123.0,220.0,8.0,trainval
6139,007890.jpg,289.0,355.0,196.0,282.0,8.0,trainval
6140,007751.jpg,250.0,305.0,280.0,375.0,3.0,trainval
6141,007751.jpg,106.0,138.0,238.0,322.0,3.0,trainval
6142,007751.jpg,76.0,101.0,275.0,326.0,3.0,trainval
6143,007751.jpg,1.0,500.0,267.0,375.0,11.0,trainval
6144,007751.jpg,309.0,479.0,118.0,369.0,1.0,trainval
6145,007751.jpg,173.0,338.0,121.0,312.0,1.0,trainval
6146,007751.jpg,50.0,192.0,131.0,291.0,1.0,trainval
6147,007751.jpg,1.0,49.0,231.0,375.0,1.0,trainval
6148,004080.jpg,103.0,390.0,103.0,237.0,0.0,test
6149,000030.jpg,36.0,180.0,205.0,289.0,12.0,trainval
6150,000030.jpg,51.0,150.0,160.0,292.0,1.0,trainval
6151,000030.jpg,295.0,450.0,138.0,290.0,1.0,trainval
6152,000623.jpg,113.0,221.0,51.0,201.0,6.0,test
6153,000623.jpg,154.0,196.0,25.0,120.0,1.0,test
6154,008828.jpg,178.0,193.0,87.0,107.0,9.0,test
6155,008828.jpg,141.0,167.0,93.0,117.0,0.0,test
6156,008828.jpg,120.0,152.0,106.0,132.0,0.0,test
6157,008828.jpg,109.0,142.0,125.0,153.0,0.0,test
6158,008828.jpg,93.0,135.0,150.0,186.0,0.0,test
6159,008828.jpg,88.0,141.0,183.0,231.0,0.0,test
6160,008828.jpg,88.0,156.0,226.0,292.0,0.0,test
6161,008828.jpg,185.0,238.0,335.0,441.0,9.0,test
6162,008828.jpg,189.0,231.0,334.0,378.0,1.0,test
6163,007555.jpg,377.0,500.0,148.0,172.0,17.0,trainval
6164,002331.jpg,138.0,288.0,87.0,333.0,6.0,test
6165,002331.jpg,114.0,309.0,12.0,265.0,1.0,test
6166,002331.jpg,222.0,479.0,54.0,333.0,1.0,test
6167,002331.jpg,2.0,53.0,56.0,103.0,0.0,test
6168,002331.jpg,70.0,120.0,52.0,101.0,0.0,test
6169,002331.jpg,167.0,194.0,59.0,96.0,0.0,test
6170,002331.jpg,224.0,292.0,57.0,99.0,0.0,test
6171,002331.jpg,292.0,370.0,54.0,97.0,0.0,test
6172,002101.jpg,142.0,333.0,360.0,487.0,7.0,trainval
6173,005595.jpg,10.0,500.0,51.0,413.0,9.0,test
6174,005595.jpg,122.0,373.0,19.0,412.0,1.0,test
6175,004375.jpg,342.0,403.0,135.0,206.0,18.0,test
6176,004375.jpg,110.0,178.0,156.0,226.0,18.0,test
6177,009338.jpg,84.0,417.0,112.0,331.0,9.0,test
6178,003001.jpg,63.0,343.0,33.0,500.0,19.0,test
6179,008639.jpg,234.0,320.0,133.0,268.0,7.0,trainval
6180,008639.jpg,407.0,500.0,301.0,375.0,7.0,trainval
6181,008639.jpg,136.0,196.0,214.0,311.0,7.0,trainval
6182,004602.jpg,56.0,483.0,138.0,272.0,0.0,test
6183,005111.jpg,3.0,365.0,1.0,500.0,1.0,trainval
6184,002822.jpg,189.0,225.0,103.0,125.0,13.0,test
6185,002687.jpg,12.0,166.0,169.0,375.0,1.0,test
6186,002687.jpg,44.0,407.0,79.0,357.0,1.0,test
6187,006895.jpg,20.0,178.0,188.0,360.0,4.0,test
6188,006895.jpg,217.0,500.0,196.0,375.0,10.0,test
6189,007415.jpg,143.0,156.0,252.0,281.0,1.0,test
6190,007415.jpg,32.0,479.0,103.0,287.0,14.0,test
6191,007415.jpg,99.0,107.0,250.0,269.0,1.0,test
6192,007415.jpg,92.0,100.0,250.0,271.0,1.0,test
6193,007415.jpg,80.0,92.0,246.0,270.0,1.0,test
6194,009155.jpg,143.0,337.0,37.0,185.0,2.0,trainval
6195,001436.jpg,185.0,330.0,125.0,167.0,13.0,trainval
6196,007609.jpg,49.0,313.0,220.0,430.0,6.0,test
6197,007609.jpg,117.0,228.0,174.0,419.0,1.0,test
6198,002738.jpg,35.0,99.0,90.0,165.0,14.0,trainval
6199,002738.jpg,36.0,120.0,90.0,180.0,14.0,trainval
6200,002738.jpg,34.0,89.0,162.0,205.0,14.0,trainval
6201,002738.jpg,283.0,309.0,125.0,162.0,14.0,trainval
6202,002738.jpg,308.0,325.0,137.0,160.0,14.0,trainval
6203,002738.jpg,323.0,354.0,116.0,165.0,14.0,trainval
6204,002738.jpg,359.0,373.0,126.0,163.0,14.0,trainval
6205,002738.jpg,430.0,450.0,151.0,166.0,14.0,trainval
6206,002738.jpg,475.0,500.0,150.0,174.0,14.0,trainval
6207,005947.jpg,90.0,323.0,26.0,330.0,15.0,trainval
6208,008665.jpg,57.0,452.0,15.0,325.0,0.0,trainval
6209,008665.jpg,355.0,446.0,17.0,56.0,10.0,trainval
6210,008665.jpg,1.0,22.0,1.0,68.0,1.0,trainval
6211,008665.jpg,21.0,47.0,1.0,66.0,1.0,trainval
6212,008665.jpg,383.0,449.0,22.0,75.0,10.0,trainval
6213,004454.jpg,213.0,311.0,95.0,375.0,1.0,test
6214,003633.jpg,316.0,485.0,155.0,247.0,18.0,test
6215,003633.jpg,183.0,337.0,137.0,235.0,18.0,test
6216,003633.jpg,48.0,169.0,139.0,237.0,18.0,test
6217,003633.jpg,3.0,60.0,134.0,216.0,18.0,test
6218,003633.jpg,287.0,312.0,137.0,232.0,1.0,test
6219,000107.jpg,471.0,500.0,174.0,227.0,15.0,trainval
6220,000107.jpg,296.0,334.0,149.0,178.0,18.0,trainval
6221,000107.jpg,242.0,259.0,146.0,169.0,15.0,trainval
6222,002823.jpg,93.0,448.0,227.0,375.0,9.0,test
6223,002823.jpg,213.0,327.0,149.0,344.0,1.0,test
6224,004742.jpg,2.0,500.0,213.0,375.0,11.0,trainval
6225,004742.jpg,420.0,471.0,207.0,354.0,3.0,trainval
6226,004742.jpg,245.0,274.0,216.0,308.0,3.0,trainval
6227,004742.jpg,239.0,277.0,188.0,293.0,3.0,trainval
6228,004742.jpg,297.0,334.0,181.0,276.0,3.0,trainval
6229,004742.jpg,136.0,192.0,176.0,207.0,3.0,trainval
6230,004742.jpg,276.0,344.0,43.0,107.0,8.0,trainval
6231,004742.jpg,444.0,500.0,157.0,220.0,4.0,trainval
6232,004742.jpg,339.0,500.0,112.0,250.0,1.0,trainval
6233,004742.jpg,266.0,376.0,102.0,238.0,1.0,trainval
6234,004742.jpg,114.0,261.0,85.0,224.0,1.0,trainval
6235,004742.jpg,6.0,110.0,104.0,230.0,1.0,trainval
6236,009857.jpg,3.0,335.0,37.0,493.0,9.0,test
6237,009857.jpg,5.0,335.0,62.0,454.0,1.0,test
6238,003188.jpg,54.0,320.0,125.0,375.0,12.0,trainval
6239,003188.jpg,257.0,435.0,4.0,375.0,1.0,trainval
6240,007932.jpg,1.0,146.0,188.0,330.0,0.0,trainval
6241,007932.jpg,79.0,266.0,177.0,268.0,0.0,trainval
6242,007932.jpg,214.0,334.0,167.0,224.0,0.0,trainval
6243,007932.jpg,268.0,369.0,163.0,213.0,0.0,trainval
6244,007932.jpg,358.0,399.0,162.0,194.0,0.0,trainval
6245,007932.jpg,387.0,414.0,161.0,187.0,0.0,trainval
6246,007932.jpg,404.0,421.0,156.0,178.0,0.0,trainval
6247,007932.jpg,419.0,452.0,150.0,230.0,1.0,trainval
6248,007932.jpg,436.0,455.0,140.0,217.0,1.0,trainval
6249,007932.jpg,152.0,191.0,188.0,219.0,1.0,trainval
6250,007932.jpg,270.0,290.0,174.0,199.0,1.0,trainval
6251,007932.jpg,316.0,332.0,168.0,189.0,1.0,trainval
6252,004638.jpg,2.0,475.0,11.0,157.0,17.0,test
6253,001654.jpg,1.0,32.0,135.0,261.0,12.0,trainval
6254,001654.jpg,28.0,86.0,169.0,248.0,12.0,trainval
6255,001654.jpg,111.0,179.0,181.0,261.0,12.0,trainval
6256,001654.jpg,137.0,303.0,164.0,303.0,12.0,trainval
6257,001654.jpg,253.0,433.0,187.0,316.0,12.0,trainval
6258,001654.jpg,274.0,402.0,100.0,275.0,1.0,trainval
6259,001654.jpg,145.0,284.0,66.0,266.0,1.0,trainval
6260,001654.jpg,28.0,85.0,121.0,214.0,1.0,trainval
6261,001654.jpg,2.0,29.0,82.0,161.0,1.0,trainval
6262,001654.jpg,117.0,167.0,131.0,259.0,1.0,trainval
6263,001654.jpg,335.0,364.0,46.0,58.0,0.0,trainval
6264,001654.jpg,358.0,382.0,43.0,57.0,0.0,trainval
6265,001654.jpg,379.0,400.0,39.0,50.0,0.0,trainval
6266,001709.jpg,367.0,426.0,132.0,287.0,1.0,test
6267,001709.jpg,1.0,202.0,1.0,333.0,1.0,test
6268,001709.jpg,1.0,412.0,45.0,333.0,9.0,test
6269,000374.jpg,48.0,499.0,85.0,374.0,9.0,trainval
6270,000374.jpg,125.0,316.0,2.0,344.0,1.0,trainval
6271,000374.jpg,44.0,128.0,4.0,167.0,1.0,trainval
6272,000374.jpg,315.0,352.0,31.0,112.0,1.0,trainval
6273,000374.jpg,295.0,320.0,35.0,115.0,1.0,trainval
6274,000374.jpg,217.0,248.0,40.0,84.0,1.0,trainval
6275,000374.jpg,21.0,51.0,43.0,127.0,1.0,trainval
6276,000374.jpg,471.0,497.0,36.0,126.0,1.0,trainval
6277,000374.jpg,447.0,472.0,36.0,117.0,1.0,trainval
6278,000374.jpg,361.0,374.0,41.0,103.0,1.0,trainval
6279,003325.jpg,23.0,217.0,12.0,374.0,7.0,trainval
6280,003325.jpg,332.0,500.0,128.0,375.0,7.0,trainval
6281,008999.jpg,53.0,86.0,78.0,170.0,14.0,trainval
6282,008999.jpg,160.0,191.0,65.0,171.0,14.0,trainval
6283,008999.jpg,222.0,238.0,125.0,162.0,14.0,trainval
6284,008999.jpg,248.0,284.0,43.0,175.0,14.0,trainval
6285,008999.jpg,309.0,329.0,100.0,166.0,14.0,trainval
6286,008999.jpg,415.0,444.0,82.0,167.0,14.0,trainval
6287,008999.jpg,323.0,335.0,122.0,163.0,14.0,trainval
6288,009153.jpg,3.0,375.0,107.0,500.0,1.0,trainval
6289,000483.jpg,122.0,284.0,94.0,437.0,6.0,trainval
6290,000483.jpg,167.0,255.0,44.0,289.0,1.0,trainval
6291,006902.jpg,135.0,352.0,100.0,295.0,7.0,test
6292,006902.jpg,309.0,397.0,1.0,117.0,8.0,test
6293,006902.jpg,105.0,500.0,105.0,333.0,11.0,test
6294,000414.jpg,58.0,242.0,56.0,234.0,2.0,test
6295,000414.jpg,118.0,206.0,88.0,187.0,1.0,test
6296,000414.jpg,263.0,300.0,100.0,215.0,3.0,test
6297,002864.jpg,3.0,76.0,15.0,93.0,1.0,trainval
6298,002864.jpg,1.0,159.0,2.0,142.0,1.0,trainval
6299,002864.jpg,44.0,234.0,18.0,361.0,1.0,trainval
6300,002864.jpg,253.0,500.0,18.0,346.0,1.0,trainval
6301,005251.jpg,262.0,358.0,123.0,333.0,1.0,test
6302,005251.jpg,157.0,242.0,128.0,332.0,1.0,test
6303,005251.jpg,2.0,497.0,3.0,256.0,17.0,test
6304,006501.jpg,118.0,500.0,1.0,211.0,19.0,trainval
6305,006227.jpg,91.0,248.0,61.0,139.0,7.0,test
6306,005928.jpg,388.0,500.0,103.0,337.0,9.0,trainval
6307,005928.jpg,2.0,104.0,153.0,375.0,9.0,trainval
6308,005928.jpg,84.0,156.0,149.0,245.0,9.0,trainval
6309,005928.jpg,214.0,326.0,136.0,331.0,9.0,trainval
6310,005928.jpg,289.0,334.0,77.0,201.0,1.0,trainval
6311,005928.jpg,212.0,331.0,89.0,298.0,1.0,trainval
6312,005928.jpg,144.0,207.0,85.0,315.0,1.0,trainval
6313,004664.jpg,17.0,137.0,329.0,488.0,2.0,test
6314,006333.jpg,58.0,451.0,35.0,296.0,0.0,test
6315,006333.jpg,325.0,422.0,66.0,119.0,0.0,test
6316,006333.jpg,436.0,500.0,102.0,152.0,0.0,test
6317,006333.jpg,45.0,58.0,67.0,98.0,1.0,test
6318,006333.jpg,29.0,43.0,65.0,99.0,1.0,test
6319,006105.jpg,44.0,151.0,5.0,443.0,16.0,trainval
6320,002928.jpg,93.0,373.0,55.0,292.0,4.0,test
6321,009356.jpg,423.0,446.0,141.0,160.0,13.0,test
6322,009356.jpg,435.0,454.0,160.0,177.0,13.0,test
6323,009356.jpg,445.0,465.0,178.0,198.0,13.0,test
6324,009356.jpg,434.0,453.0,199.0,216.0,13.0,test
6325,009356.jpg,456.0,475.0,200.0,216.0,13.0,test
6326,009356.jpg,475.0,496.0,199.0,215.0,13.0,test
6327,009356.jpg,440.0,459.0,218.0,235.0,13.0,test
6328,009356.jpg,426.0,444.0,237.0,254.0,13.0,test
6329,009356.jpg,414.0,433.0,257.0,273.0,13.0,test
6330,007542.jpg,1.0,500.0,128.0,374.0,16.0,test
6331,006978.jpg,2.0,298.0,192.0,273.0,17.0,test
6332,002033.jpg,1.0,174.0,188.0,315.0,15.0,test
6333,002033.jpg,224.0,291.0,48.0,138.0,15.0,test
6334,002033.jpg,244.0,398.0,96.0,300.0,15.0,test
6335,002033.jpg,441.0,500.0,133.0,338.0,15.0,test
6336,000504.jpg,341.0,500.0,102.0,406.0,18.0,test
6337,000504.jpg,36.0,79.0,34.0,123.0,1.0,test
6338,000504.jpg,2.0,36.0,44.0,120.0,1.0,test
6339,000504.jpg,29.0,41.0,42.0,64.0,1.0,test
6340,005847.jpg,72.0,464.0,35.0,297.0,17.0,test
6341,005847.jpg,217.0,278.0,84.0,194.0,1.0,test
6342,005586.jpg,116.0,212.0,107.0,301.0,16.0,trainval
6343,001209.jpg,196.0,273.0,96.0,238.0,7.0,trainval
6344,003268.jpg,1.0,496.0,119.0,268.0,13.0,test
6345,003268.jpg,437.0,490.0,234.0,251.0,13.0,test
6346,004455.jpg,164.0,256.0,116.0,206.0,16.0,trainval
6347,004455.jpg,81.0,473.0,1.0,325.0,8.0,trainval
6348,004162.jpg,76.0,103.0,380.0,480.0,3.0,test
6349,004162.jpg,107.0,131.0,384.0,479.0,3.0,test
6350,004162.jpg,129.0,159.0,377.0,478.0,3.0,test
6351,004162.jpg,160.0,183.0,384.0,482.0,3.0,test
6352,004162.jpg,182.0,208.0,389.0,480.0,3.0,test
6353,004162.jpg,208.0,234.0,392.0,480.0,3.0,test
6354,004162.jpg,238.0,264.0,396.0,480.0,3.0,test
6355,004162.jpg,263.0,292.0,405.0,490.0,3.0,test
6356,004162.jpg,289.0,321.0,397.0,490.0,3.0,test
6357,004162.jpg,69.0,110.0,336.0,413.0,1.0,test
6358,004162.jpg,103.0,149.0,334.0,417.0,1.0,test
6359,006818.jpg,216.0,485.0,144.0,328.0,16.0,test
6360,000014.jpg,72.0,302.0,163.0,228.0,19.0,test
6361,000014.jpg,185.0,500.0,194.0,316.0,0.0,test
6362,000014.jpg,416.0,500.0,180.0,222.0,0.0,test
6363,000014.jpg,314.0,344.0,8.0,65.0,1.0,test
6364,000014.jpg,331.0,361.0,4.0,61.0,1.0,test
6365,000014.jpg,357.0,401.0,8.0,61.0,1.0,test
6366,000014.jpg,163.0,267.0,197.0,244.0,0.0,test
6367,003865.jpg,132.0,302.0,253.0,375.0,11.0,trainval
6368,003865.jpg,385.0,500.0,60.0,375.0,1.0,trainval
